parent_tweet,reply_tweet
"@TexasJew Aside from that, yeah.",@TexasJew I heard (who knows if it's true) there might be explosives.  Not a good time to shot.
@TheAnonMessage2 yes hat and sandals vs no hat and tennis shoes,@TheAnonMessage2 yes hat and sandals vs no hat and tennis shoes
@TheDailyEdge @marstu67 :Plausible that the #FergusonPD aided+abetted Wilson in fleeing.  PSYCHOLOGICAL TESTS for cops should be mandatory.,"(@TheDailyEdge @marstu67 :'Darren Wilson, #FergusonMO. (cop) who shot #MikeBrown reportedly skipped town with his family days ago.'"
@TheDailyEdge @Rae_B88 so bad...,@TheDailyEdge @marcylauren   Good one!
"@TheDailyEdge @ZaffodB I understand his reluctance have his family around the violence, but they should know where he went.","@TheDailyEdge @iRhysTay Remarkably, The Best Literary Novel First/Sentence/Like Tweet Ever ;D"
"@TheRoot @thedailybeast Republican Rand Paul is speaking out STRONGLY against police brutality against blacks

News http://t.co/z4yofObyS2",@TheRoot @thedailybeast They killed that young man as an excuse to use martial law.
@ThiruNagan @WSJ no justification needed...,@WSJ @tabster_1 So he thought he will pick on this black kid because it was a slow day?
@TimWiseheart Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road @LisaBloom,"@LisaBloom the chief said this am that cop was at a call for sick person, then got the call for store strong arm robbery"
@TimWiseheart Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road @LisaBloom,@TimWiseheart Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road @LisaBloom
@Tom_sveb @spants @rui_xu @flavius217 Anybody who uses it at every opportunity falsely weakens the message.,@Tom_sveb @spants @rui_xu @flavius217 Anybody who uses it at every opportunity falsely weakens the message.
@Tom_sveb @spants @rui_xu @flavius217 That right there tells me you are going into this with an agenda.,@jlpauk @spants @rui_xu @flavius217 autopsy report SPOILER alert: died from multiple gunshot wounds
@Tom_sveb @spants @rui_xu @flavius217 That's two different arguments.,@flavius217 Agree. Not worth the bullets whatsoever.
@TroyBramston @srod009 @channeltennews haha getting your news from 10 is like watching Looney Tunes for Social skills ha #MartinPlace,@TroyBramston @Eagle_Vision @channeltennews take the shot...#snipertime
@Uber_Sydney @COMINT_AU when you first became aware of the situation you tweeted that prices will increase.,"@CameronAtfield I still have some misgiving re @Uber_Sydney &amp; earlier comm was confusing, but IMO they're trying. @DrYobbo @COMINT_AU"
@Uber_Sydney @mtats so is uber paying for the rides paying the drivers?,@universe93 but you do Uber for trying to increase drivers. My work here is done your honour.
@Uber_Sydney so free or surge pricing? #confused,"@ehammonds @Uber_Sydney still looks like a PR issue to me, look at the backlash. Never assume the customer has same knowledge you do ."
"@WesBellamy Yes, you read that right. click the link and read the whole thing","@WesBellamy Yes, you read that right. click the link and read the whole thing"
@WilliamsJon just curious: does 'evacuate' mean leave  country or city/area? Do you know?,"@WilliamsJon @latikambourke With their destructive foreign policy, I would think every day would require vigilance."
@Y_I_S_C I don't think they are leaders  the leaders don't do the real terrorism... But I get what you are saying tho,@TopoC they are heroes to their followers no matter what. Don't give them a way to get out instructions to trigger future attacks.
"@YourAnonLive @OpFerguson So there are already two different charges!
https://t.co/73iKLAlP3U
And none of them shows Michael Browns name!!!",@YourAnonLive @OpFerguson so not even a felony... Haha
@YourAnonLive BAM ANTI-WHITES get caught with their foot in their mouth in front of the WORLD LMAO,It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.
"@zadiaz @mashable He wasn't a kid, an Adult who was robbing a business.","@zadiaz @mashable YES, it was JUSTIFIED"
"1047 call: DGAC source says pilots called «urgence, urgence» (“emergency, emergency”), as opposed to a mayday call or 7700 squawk. #4U9525","Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G"
"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP","Sickening ""@Telegraph: 11 confirmed dead, Francois Hollande to visit scene of attack: http://t.co/g1eoeo9iiO http://t.co/spETEzMnQF”"
"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP","11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP"
"4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2","And 8 anonymous. RT@HuffPostUK:4 #CharlieHebdo cartoonists killed:
- Charb
- Cabu
- Tignous
- Wolinski
#JeSuisCharlie http://t.co/YfmU5MWjJC"
"4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2","4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2"
A man believed to be the gunman filmed wearing a black headband inside the cafe http://t.co/7ixIlhiVXZ http://t.co/dOW5zfm1uU,BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,@MichaelSkolnik The story is true.
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,"@MichaelSkolnik Shooting related to protesting. Ppl on the street are upset about this. Also, 6mo pregnant woman forced facedown on ground"
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,#casual #impressive  “@MichaelSkolnik: A woman in #Ferguson was shot in head last night and released this selfie: http://t.co/ki10cz6Jiw”
“@BBCBreaking:  gunfire inside Canada's parliament in Ottawa http://t.co/9XPzxYwFI2 http://t.co/5grXS1Fhd4” @hughieb79 Tim Martin??,@BBCBreaking @BBCWorld 2-3 means are controlling the whole police haha
“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/BS79EGOyEj” flying today and THIS is not what I see :/,@BBCBreaking omg
“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/03P4JFAC8R” @TheBruun,“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/03P4JFAC8R” @TheBruun
“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,@Colvinius @LePoint tragedy :( :( #CharlieHebdo
“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,“@Colvinius: “@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/DulWZcURCu http://t.co/vbQMAW7MC0”” @hyzaidi
“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,RIP satire “@Colvinius: “@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; Cabu are dead.” http://t.co/jR6enECfXS http://t.co/h55q9S8vNO””
“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”
"“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @AdamWylde","Err, twist? RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight."
"“@mashable: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up #SydneySiege” Uber=ugly opportunism!",@mashable they're asking people to stay indoors and don't go to the CBD. Why would you send drivers there?? Really disappointed of @Uber
“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/nV0tFlaJ6R” praying for the hostages xxxxxx,“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/0UU6MgYjS5”
"“@TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gHOYZVB8ru http://t.co/M6MvEqM8gW”","“@TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gHOYZVB8ru http://t.co/M6MvEqM8gW”"
"“@TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gHOYZVB8ru http://t.co/M6MvEqM8gW”","Henry Davis “@TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/IC6FyWSw0k http://t.co/V3JFwSeYFW”"
AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw,“@FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/htvSb4ZIZ7”
AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw,“@FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/5izSo4f134”
"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK",BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV
"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK","RT @NYCAviation: Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525"
"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO",@TheAnonMessage CAUTION Be aware that this could be a #FalseFlag Event unfolding right across the street from channel 7 coincidence? Perhaps
"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO",FIRST PHOTOS: Hostage pressed against a window. #SydneySiege http://t.co/MOy8zCHp5a
"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","#AlQaedaYemen
#CharlieHebdo connexion; policewoman; market
@JulienPain: Police: Suspects Thurs Montrouge shooting
http://t.co/C07IHyK817"
"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @NickKristof Police have just confirmed the connection on http://t.co/xQEFWPVehi
"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @DimaV Yes there is a link. It was confirmed officially today.
AFP: suspected #CharlieHebdo gunmen have been killed,@Daroff 4 people reported dead of six hostages. Sounding worse . Thnx for updates &amp; links.
AFP: suspected #CharlieHebdo gunmen have been killed,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
"Agreed, Dante! @DanteB4u @AlwaysThinkHow","Agreed-also,if #MikeBrown was suspect,why not just question him? Why tell him &amp; friend get off road,not stop them? @danteb4u #bsDetector"
"All weekend ppl will be talking about the ""robbery"" instead of the shooting bc #Ferguson PD didn't release any info about the shooting.","The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u"
"An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.
http://t.co/yXXlHehst9","MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.
http://t.co/yXXlHehst9",@BklynMiddleton rumors say hostages are 1 women and 4 childrens---
"An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.
http://t.co/yXXlHehst9",RT @BklynMiddleton: An 11-month old baby is among the hostages at the Kosher supermarket in #ParisAttack
"An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.
http://t.co/yXXlHehst9",@pptsapper Or the day you wonder why you didn't just study creative writing and adopt some nice cats in Vermont.... or something.
"Anyone who knows Marina Joyce personally knows she has a serious drug addiction. she needs help, but in the form of rehab #savemarinajoyce",@jjauthor @gatewaypundit MSM refuses to say muslim. Just a mental case. As are all muslim/jihads.
"Anyone who knows Marina Joyce personally knows she has a serious drug addiction. she needs help, but in the form of rehab #savemarinajoyce",GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/Pw2kxje31m via @gatewaypundit
Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,"@WilliamsJon Consensus translation of the headband is ""We sacrifice ourselves for you, O Mohamed.” Caveat: photo blurry, text incomplete."
Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance""."
Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,@RT_com 50 Hostages now😱 😄 😂 😂 😂
Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,@RT_com dear God!!! 🙏🙏🙏
"At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/e4dBcNVbvD","RT @FRANCE24 At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/Ty6ffQz7I3"
"At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/e4dBcNVbvD","“@FRANCE24: At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/A8KPeuiVHR”"
"At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/e4dBcNVbvD","At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/e4dBcNVbvD"
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,@WSJ Islam. That's the only story and background info you need. Islam. #CharlieHebdo
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,Awful. RT @WSJ: At least 12 dead in the Paris shooting. http://t.co/GyWPr4HAcz #CharlieHebdo http://t.co/f3Own2ruhm
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,“@WSJ: At least 12 dead in the Paris shooting. Updated story and background info:http://t.co/O59EaY27PQ #CharlieHebdo http://t.co/4jD1ySoth8
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,"@WSJ I condemn this cowardly attack carried out, attacking the hands are broken; asshole and ..."
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,@WSJ omg!!!😣😪
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
"At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/zUfxcG3Rfs","“@cnnbrk: At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/eS87lPU9Of”"
"At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/zUfxcG3Rfs","At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/zUfxcG3Rfs"
At the war memorial in. Ottawa. A soldier has been shot. They are giving him treatment now. #breaking http://t.co/cTmlb1LvgG,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI
Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,We are in full lock down until further notice from Ottawa Police.
Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,"Soldier shot, shooter still at large MT @globeandmail: Attack on Parliament: Follow our developing story http://t.co/g1FW17t0yP"
Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,"“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose. http://t.co/h61LKMHmrK "" Not a good week to be a Can soldier :-("
Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose: http://t.co/tIHEot5TXR http://t.co/HqN84tRbcT”
Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose.” Thinking of everyone back home.
Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,RT @MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/1AyLT6xi7I
Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc
"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P","DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM"
BREAKING  @SkyBusiness: freed hostage borne high from #sydneysiege w/c.4 paramedic teams on the scene http://t.co/DKBQI5tx4B ( carsonscottLI,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f"
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/41zh7DWtfS” holy shit
BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege,"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO"
BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http://t.co/wiPaKVPSDb http://t.co/vwxeqj8xe9,Our thoughts to all those in Ottawa “@CBCPolitics: Soldier shot at National War Memorial in Ottawa http://t.co/WTkR1N0elc #cdnpoli #hw”
BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http://t.co/wiPaKVPSDb http://t.co/vwxeqj8xe9,Soldier shot at National War Memorial in Ottawa http://t.co/Sgmcq7gUzf #cdnpoli #hw
BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http://t.co/wiPaKVPSDb http://t.co/vwxeqj8xe9,@PzFeed @AbideSam That's disgusting tbh...
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",RT @nypost Hostages in Sydney cafe made to hold up Islamic flags http://t.co/Gy2uqWoJHt #Australia #Islam #sharia
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/tiAqp0NuNF http://t.co/LhsZxkRgBU”srsly smhhhh"
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/VV4klpGrmN http://t.co/ialxJdZK5I” well fuck"
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/UxxV0fIpet http://t.co/dNvD1XgIxb”"
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","#BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/9E0Vc7tPjO http://t.co/DHHBtysySx via @PzFeed"
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/rNyV1Yulxw http://t.co/tF52hwM5FG”"
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","Smfh RT @PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/9kyaXB86AQ http://t.co/2iV8b2Mkiy"
BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg,Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews
BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,Witness tells #CBCNews suspected shooter of uniformed soldier at #Ottawa's War Memorial was carrying rifle.
BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,Ondertussen in Canada... “@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/bKjPZlkg3B”
BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,@CBCNews yessss!!
BREAKING UPDATE: Canadian soldier injured at Parliament Hill shooting dies http://t.co/Zp9AKplH9p  #Ottawa,@TheKirkness Radio Canada tweeting same. must be true :-(
BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News,"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9"
BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ,@Independent How dreadful.
BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ,"Nowhere is safe anymore? ""@independent"
BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ,BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,#Germanwings passenger plane crashes in French Alps with 148 onboard http://t.co/JCDZtv8We0 http://t.co/yE0hUNdiTr
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,@foxandfriends please don't spend all day on this!!! We all know who what when where ... Quit speculating on How or Why
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,@foxandfriends @VLM_va  Nothing New just rumors at this moment.
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,“@foxandfriends: BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/Pmogqz71Pt”Very tragic!! #Airbus320 #GermanWingsCrash
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,"@foxandfriends funny watching Doocy struggle to pronounce ""Digny les bains"""
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,@madest @foxandfriends Douchey it's Douchey.
BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps - @AlArabiya_Eng,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI
BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps - @AlArabiya_Eng,“@AlArabiya_Eng: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VSqaycAsIG”
BREAKING: A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls,The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw
BREAKING: A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls,@CP24 #RIPNathanCirillo http://t.co/EkA41ho0UB
BREAKING: A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls,@CP24 very sad news. RIP 🙏
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni oh my gosh
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","@cnni 11 (9 journalists and 2 policemen) killed and 5 injured. Moreover witnesses affirm that they said ""We're gonna avenge our prophet"""
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","“@cnni: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/CjpubYd0Rk”"
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni Oh and our anti-terrorist plan has just been put to its highest level in the part in which the drama's happening.
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","“@cnni: BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says."
