parent_tweet,reply_tweet
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,"@RichardMadan @CTVMelissaLamb AND war memorial, or is this same?"
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",@TheAnonMessage2 didn't the manager of the store already say this was not true
BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http://t.co/wiPaKVPSDb http://t.co/vwxeqj8xe9,@PzFeed so who is the brainiac on the right that looks like he's taking a picture?
BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,@CBCNews 😱 why!!!
BREAKING UPDATE: Canadian soldier injured at Parliament Hill shooting dies http://t.co/Zp9AKplH9p  #Ottawa,@RT_com SOURCE????
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,@foxandfriends As long as plane stayed in air w/only one emergency call &amp; the wide spread debris no mention of possible terrorists on board?
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,@foxandfriends ok so.. There is no other news ? For an hour this is what we hear about ??
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,@foxandfriends This is a tragedy but why does a foreign airline in a foreign country have to totally co-opt all news?
"BREAKING: At least 20 shots have been fired in the Canadian parliament in Ottawa, according to witnesses.",@JFXM wats happening?@AbuSaalihah1
BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,@newscomauHQ @ausxip Is that the Lindt chocolate cafe?
"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm","@aenk963 @BlogsofWar yes, but CSIS can't watch that many 24/7"
"BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source",@Reuters incident?
"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ",@NBCNews they were well known by the French/ why didn't they do anything??? then
BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige,"@MaryPieters @BreakingNews #let it be a great war. The world finally needs one..  greed, selfishness, corruption"
BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige,@cnni is that man holding hostages alone? or they are many?
BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige,“@cnni: BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/lD8higYZyc #sydneyseige”
"Breaking: Two hostage situations in France are linked, Paris prosecutor says",@ABC @VeraSweeney Can you please identify how LONG these have been ON? it is about 4p in that area. HOW MANY HOURS ON?
"Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least 1 injured - @CBCNews, @TorontoStar http://t.co/aF9HyT9BgX","@CutGovtSpending @BreakingNews @CBCNews @TorontoStar Hardly, dont hear about a school shooting or spree every 5 mins do we?"
Canadian authorities have given name of suspect in Ottawa attacks to U.S. feds; ask for FBI assistance: Sr U.S. law enforcement official,@RamCNN @20committee any timeline on when the general public gets the name?
Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http://t.co/2J4WQdJnTp http://t.co/Lpd4hbiXai,@TelegraphNews @kufr666 got feed in English or Spanish?  I don't speak French. thx
Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http://t.co/2J4WQdJnTp http://t.co/Lpd4hbiXai,@TelegraphNews more to come??? more than 2 boys???
CTV News confirms that Canadian authorities have provided US authorities with the name Michael Zehaf-Bibeau in connection to Ottawa shooting,@inky_mark @CP24 as part of a co-op criminal investigation one would http://t.co/oEZ9w7goVi doesn't need facts to write stories it appears.
"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.",“@clydetheslyde: Currently the #FoxNews website has zero/........as the three wise monkeys commented 'see no evil hear no evil speak no evil
"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.","@clydetheslyde Na, it's too many black people for #FoxNews to care"
Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,"@Yamiche @USATODAY - Is it true there was a struggle in the squad car, before shooting?"
DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RundfunkEuropa @RT_com western countries have killed more innocent children than hitler assmunch. But you prob don't consider that terror??
FIRST PHOTOS: Hostage pressed against a window. #SydneySiege http://t.co/MOy8zCHp5a,@TheAnonMessage
Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),@rachflit @SkyNewsAust you say what? Blackout? How will the hide the budget then?
"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn","@flightradar24 any idea why it'd flight so high?  It's a short flight, usually planes go at ~ 33,000 feet"
"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn",@flightradar24 But no emergency call made? Or emergency squawk? @isobelroe
"France: 10 people dead after shooting at HQ of satirical weekly newspaper #CharlieHebdo, according to witnesses http://t.co/FkYxGmuS58",@euronews @TradeDesk_Steve A French crime of passion or another heathen moslem atrocity?
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,@latikambourke Isn't it etiquette to remove names from a press release?
Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,@mscott Any danger of leaving it off for good?? Expats are shut out by the ABC. Missing quality shows.
Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,@mscott Are your reporters 100% sure it is an ISIS flag? Cause that is what is being reported. #facts
GERMAN NEWS REPORT: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/Pw2kxje31m via @gatewaypundit,@jjauthor @gatewaypundit Isn't Islam a wonderfully peaceful religion? I wonder how Iran will do with all of the peaceful centrifuges O gave?
"Germanwings co-pilot battled depression in '09, friends say. http://t.co/srhDPf4Zn5 http://t.co/I3Zd1RyNud",@thatjohn Have they named the pilot?
Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21,@Robs_tweeting @daxtonbrown @ShamNaarai @AnewTrackrecord how do you know?
gm @MichaelSkolnik wow @milbank @ezrakelin @morningmika @GlennKesslerWP just cld Potus all but N wrd on air.Birthers http://t.co/hBVvcHvw48,@MariaChappelleN which version?
"God knows you good ppl have already had your share , I'm about 5 hrs away from Sydney @flossha",@OZzSue @AnitaTeguh @BBCWorld @BBCNews where are you sue in oz ?
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam Is he consider as terrorist or just a criminal person  as his faith not Sunni Islam ?
"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",@Joyce_Karam @LibyaLiberty Why was this mad man not behind bars? Ugh
HE ISN'T THE SHOOTER RT @Yamiche: Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,@Yamiche @USATODAY Can we see video proof
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",@UlrichJvV @affinity292 how many 'nazis' did leebowitz kill ?https://t.co/bZdlBn9qiF
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,"@GdurhamGarrett @iRondrea @nickk330 ok, have you seen the video?"
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@agentbell4272 right.  So he did that for cigars ? I know I need to sit and read report.   What's your thoughts on sll this
Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,"@russian_market have you read this? http://t.co/p5s1UG5B9G 
Is Andrei Illarionov a reliable source in your opinion?"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",@tomsteinfort @9NewsAUS There must be a way to enter that building?
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","RT @AP: Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/Gh8BB9NEwM"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",@AP Politically Motivated? Really? Why's that then?
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",@AP *checks watch* Need a few more hours for your lawyers to check your facts? lol
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",@cnni I thought police asked media not to report demands. Why you giving these terrorists a voice?
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",@cnni Don't they have those machines that shoot loud focused waves at people to get them to submit?
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews 🙏
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews What about his girlfriend wanted by police ?
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",@SkyNews I thought there was two hostage takers?
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane @fattysaid Really? Is that confirmed?
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@zellieimani @YourAnonCentral Where is the video from the cellphone taken from one of the witnesses who saw Brown shot and killed?
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",@MrLewis915 but because of the training that cops receive now is more military in manner they react overly aggressive towards us (non-cop)
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson","Does Missouri, St. Louis County &amp; #Ferguson have rules &amp; laws about cops using deadly force? What are they?
@originalgriz @randyprine"
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.","“?!?!? @JillKrajewski @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.”"
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@LiveNationON @masseyhall Tomorrow Night?
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@LiveNationON @masseyhall What about tomorrow night? #Prince in #Toronto still a possibility?
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,.@AngryBlackLady @goprapebuster In a world where white cops who murder shoplifting kids are free of responsibility for their actions.
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,@Kiippyy @KEEMSTARx is there a live feed somewhere
King Felipe VI of Spain cancels state visit to France after #Germanwings crash http://t.co/teojxJoBMX http://t.co/E5OhXbiGGU,@BBCBreaking Pray for the grieving families. 🙏❤️
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",@mashable signaled 911?
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",.@mashable What does that even mean? Why would European pilots say 911 - an American emergency phone number? Nothing in article about that.
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",@mashable #germanwings really? pilots signalled 911? So they got on a satellite phone and called a US emergency line?
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T","@mashable Did you mean ""mayday"" here or ""..for emergency""?"
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,@AnonymousPress is this photo from last night?? Please clarify because you are using  present tense.
"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@BreakingNews @abcnews Fyi @CNN.
"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",@BBCBreaking why aint the reporyers walking accross the grass to get closer instead od tryna get past the police?
"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",@BBCBreaking by any chance does that printing business actually print the Charlie Hebdo newspaper?
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,@CTVNews @ctvsaskatoon so what happened at Rideau? Nothing?
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,@CBSNews And when will you be announcing they are Muslims? http://t.co/lZwUzG0nAI
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",@ABC Really?  The motive is unknown?  Does the flag in the window provide any possible clue?  Do you employ the world's worst reporters?
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",@FoxNews I wonder if other terrorist are gonna help the gunman escape after all this... better be on the look out for other terrorist
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",@FoxNews cc @viswanth183
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege","“@FoxNews: MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/rDZmvtkkb4 #Sydneysiege”"
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB",@USATODAY New police chief?
Names of pilots rumored to be Patrick Sonderheimer with co-pilot Andreas Lubitz - No formal confirmation yet. #germanwings,@henkvaness Source of info?
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson",@larryelder how many of those blacks that killed blacks avoided prosecution?
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson",@larryelder @adagioforstring Indeed where?
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!","@rolandsmartin initially, but found out about the robbery during the altercation"
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",@rolandsmartin may be prudent to ask clerk if Brown was the one who hit him
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!","@rolandsmartin they've been throwing out one lie after another. And none of it makes sense. How was he ""prime suspect"" just minutes after?"
"On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif",@AvitalLeibovich do you have a link?
"On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif",@AvitalLeibovich I assume you mean niece?
Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,"@Henderburn Hi Peter, this is Marta, reporter from Demotix. Did you take the photo? Would be ok for us to use? Can you send it? thanks"
Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,@Henderburn why are there no police ??
"Ottawa Police Service: There were ""numerous gunmen"" at the Canada War Memorial shooting. One person was shot. http://t.co/zNhxK6wBoy",@cnnbrk Numerous? More than three?
Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News,@7NewsSydney @MarkSteynOnline Who would think otherwise!?!?
"Paris says highest alert level extended north to region where attack suspects spotted - @AFP, @MelissaBellF24 https://t.co/pj8kecnVt7",@BreakingNews @AFP @MelissaBellF24 How stupid http://t.co/L4WURw0G0e
Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,"@YourAnonLive @euIVmusic WHY does the time stamp say 11:51 on the report, but one of the stills of the robbery shows 11:53?"
Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,@NBCNews Easy to know if this is Brown by looking at what he was wearing when he was killed.  Has there been a positive ID for this?
Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT,@Angus_OL Angus!! They havent said anything about the gunman??
"Police confirm they are ""monitoring Facebook &amp; Twitter"" after reports hostages are tweeting from inside #sydneysiege http://t.co/z9JrtJ2IN3",@BBCBreaking  why tell the whole world you morons...
Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3 http://t.co/cV3VCkUR6L,@JustinGlawe @JesseLaGreca thanks. Now we need a pic of what michael brown was wearing to refute the video.
Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN,"@ReutersUS @Reuters   whos the man in blk,"
POLICE MOVE IN: Police confirm live ammunition used in Martin Place #sydneysiege,@7NewsSydney where's the live stream at
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",@DIANAZOGA @AntonioFrench Antonio French tweeted this vid 4 days ago. Is this the same robbery and market? https://t.co/uzi36hP9Zo
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",@DIANAZOGA @AntonioFrench How were the police so quick to indicate Mike Brown if all of this took place in a matter of minutes?
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",@DIANAZOGA @AntonioFrench Ironic since all the i witnesses say the officer was white. Now it is the black officer Darren Wilson who shot??
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson","@DIANAZOGA @j03_2 Indicate? If he was a suspect why did the police stop his car next to him and tell him to ""get the f#ck on the sidewalk"" ?"
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",@HaX_FR0ST @DIANAZOGA @AntonioFrench So they're claiming a BLACK cop killed #MikeBrown? ?
"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@MrsDowns @YourAnonLive  corny, but only TRUE evil wants Us to believe INERT OBJECTS are more valuable than LIFE!  --GBJ #thinkforyourself"
Prime Minister Tony Abbott's statement on the #SydneySiege. Updates: http://t.co/EgWHAnjO35 http://t.co/AGhyN5Qkei,@australian @HepworthAnnabel thank god our madness is limited to running around and causing anyone any harm. Hope for a peaceful ending
"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC",@CBCNews good :-)
"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC","@CBCNews And, ... ?
When @CBCNews asked Live Nation why no one made this clarification 4 or 5 hours earlier?"
Prince rumoured to be performing in surprise show in Toronto http://t.co/PEbtcmybqc http://t.co/HOoFI33eV2,"@CTVNews Next, maybe Vancouver, B.C?"
Prince rumoured to be performing in surprise show in Toronto http://t.co/PEbtcmybqc http://t.co/HOoFI33eV2,@CTVNews  he's still alive???
"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",@tomsteinfort @Channel9 Do we know the person has a gun?
"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson",@PrisonPlanet minor looting? Didn't they burn down a store?
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,@tipofthemitt @WSJ You thought of that all by yourself??? Amazingly Irrelevant!!!
Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ,@HuffingtonPost Can you confirm the reports that those suspects were killed by French police?
RT @khjelmgaard: German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago http://t.co/MUdmHPz2ro #Germanwings,@USATODAY @khjelmgaard Him and millions of others no doubt but WHAT tipped him six years later to commit such an atrocious act??
Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF,@BBCWorld did shooting not happen in paris
Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF,@BBCWorld #JeSuisCharlie NO. We are witness on how the world have let terrorist walk on our streets. Why they were out of Jail? The Media
Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,@cnnbrk I hate to say that but maybe we should let Assad finish the job over there
Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,@cnnbrk There is no proof yet that the shooter(s) has anything to do with ISIL but A BANFIELD &amp; CNN are already dropping that scare message
Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,@cnnbrk we need d I.D of the shooter
"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY",@BBCBreaking  A gunshot heard?
Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,@BBCWorld @Glinner who could be doing this? And why? Don't expect bbc to tell you
Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,"@BBCWorld @2tweetaboutit  Being forced to hold an IS flag up by ISIS followers, or is that not part of the news ?"
Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,@tanach67 @BBCWorld @Glinner Muslim extremists that's who. http://t.co/JXSSvhZ4Oh
"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",@DostoevskyShade @AkaDimiX @140elect sorry what now?
Shooting in Canadian parliament comes day after ISIS-inspired radical drove in2 Canadian soldier. Also reports of shooting at War memorial/1,@Ahmed__Hussain_ @ummsalama15_ One definition? A person that thinks its ok to decapitate innocent journalists / aid workers
Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill,@cmaconthehill WTH is happening?
St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson,@valeriehahn source?
"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson",@leonlohr @LisaBloom Yep!! Splitting image in everything except one has black hair and other blonde....
"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson",@andybankertv @FOX2now Where's @CNN @cnnbrk  With this breaking news? Police Chief making press conference. #SmokeScreen4Murder #Ferguson
"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson",@andybankertv @FOX2now why did the store owner say it wasn't him and the friend admitted it was? Have the gotten an explanation
"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","@snowytristan , Hi Betty.. You are in Australia?"
Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/yTLKLUKnFd,"@smh hardly myths. Merely poor, unconfirmed reporting. #sydneysiege"
SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,@DailyMailAU Are you sure they have guns ?? Australia has banned a lot of them ??
Take a break from bashing Cheney and waterboarding. Possible ISIS terrorist attack ongoing in Sydney. http://t.co/nkksw4ozE2,@makeshiftmgc @DailyMailAU Yes I know that hand gun crime is up 55% where I live and they are banned ! :(
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,@SkyNews why have these worthless pricks not been taken out yet ?
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@Cellying I am so sad and disgusted that some coward has done this to 2 of our soldiers now. I am livid.
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq",@cnnbrk @OutFrontCNN Out of respect for his family could CNN please stop showing pictures and video of people performing CPR on him?
The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,"@Independent Just for the sake of good journalism, which one is it? http://t.co/Zk9rA6HylC"
This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http://t.co/3oTF5sd2Lf,@CTVNews I want answers Why did I get netter News fom CNN And CBS ???
This appears to be the original source of the Putin/Kabayeva/Swiss clinic rumour http://t.co/bKfJTSGdca,@BBCDanielS But why a Swiss clinic? Why not give birth in Russia? What am I missing here?
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,"@BBCtrending How do you know? I thought the graffiti ""artist"" was supposed to be anonymous. @brianstelter @LucilleClerc"
This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,Does this cartoon means that hatred cartoons to holy values will continue? @BBCtrending @CanAnayasa @LucilleClerc
True? “@valeriehahn: CountyPD tell me ofcr shot a man who pointed handgun at him at Chambers/Sheffingdell at 1 a.m. Man critical #ferguson”,@valeriehahn How many weeks until police interview witnesses? @mattdpearce
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,“@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/Hs9OGDzT1e http://t.co/szDW6UpIox” Just not right
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,@mashable @techAU don’t they mean “siege pricing”?
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable If car can't get to rider, rider can't walk to car &amp; unable to schedule pickups, what is an @Uber rider to do? @Uber_Sydney"
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney that's like the most confusing statement ever. The social media department of Uber Sydney is high or something?
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,"@Uber_Sydney Trying to get in contact, anyone at the phones?"
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney swarming because of a concert or event? Fine. Swarming during a hostage crisis? NOT COOL.
