parent_tweet,reply_tweet
@YourAnonLive don't make this a race issue. The militarization of the police is the issue,"@YourAnonLive Good job, faggots. You IDd the wrong man."
"@zhuravkov67 @cnnbrk Hey buddy, I'm insulting your faith. Now go fuck yourself.",@theprawnatron @cnnbrk stay stupid and wait be the next victim.   such trash like u cannot blame monsters. U deserve be punished by monsters
"@zhuravkov67 @cnnbrk Hey buddy, I'm insulting your faith. Now go fuck yourself.","@theprawnatron @cnnbrk you,baboon,  US media rejected to reprint those pictures finding them insulting.So go and fuck yourself u stupid boy"
@zhuravkov67 @cnnbrk satire. Get it? Insults r free speech. Cowardice &amp; murder r not. Islamic terror is celebrated by its followers,@DaliaChai @cnnbrk u r not getting my point -monsters must be penalized.  But entire society need to be responsible and not provoke monsters
"@zulubravo @Andrew_Denney @jessradio Read the tweet again ""a"" as is green, red .. Are you saying the text is not presumably Koranic?","@Gion_Gion @Andrew_Denney @jessradio Green is the traditional colour.
Presumptions are worthless"
"@zulubravo @Andrew_Denney @jessradio Who typed ""ISIS""? Islamic flag was used in the original tweet.","@Gion_Gion @Andrew_Denney @jessradio shahada flag is a generic flag, not unique to any group. ISIS use a different flag"
"“@onewaymule87: @smh @ZJGarred I'm fascinated by Ray Hadley's role in #sydneysiege. Genuine intermediary or opportunistic blowhard?”

Door B",I do so appreciate a debunk story headline/tweet which actually contains debunks rather than a confusing/leading question. @smh
“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/dhzIV6TVi7”       @emfletch92,@SkyNews bollox!
AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw,@FutbolLife @TransferSelect no he hasn't
AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw,@FutbolLife no he hasn't. The man himself confirmed not true @MichaelEssien
Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,"@RT_com That's an exaggeration, get your facts right."
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,@WSJ I did not think the French knew what a gun was or how to use one. There arms expertise was on par with the Italians-experts at dropping
At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,@WSJ @HeyTammyBruce The Liberal leftist should be feeling as good as DeBlasio today over this.
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/RzWnoOV4Sr” sirens galore down here
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/VSOYzKOTaV”
BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege,“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” wonderful.
BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege,@TheAnonMessage no.
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",@scATX no he was walking IN the street big difference
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",@TheAnonMessage2 LIES! #MikeBrown was not wanted 4 robbery otherise his friend would hv been considered an accomplice...#COVERUP #Ferguson
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",@TheAnonMessage2 this isn't him clearly
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed not the Islamic flag.....
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed flag remains unidentified.
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed that's not the Islamic flag...
BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg,@DaveBeninger Not according to what I've just heard on CTV.
BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg,"@DaveBeninger @cherylnorrad Ugh, CTV is reporting he's ALIVE. http://t.co/CprCsb3ES9"
BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg,@DaveBeninger @frednewschaser  CTV just said he is being treated and is stable ?
BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. #cdnpoli #ableg,"@DaveBeninger @big_rudo NYT may be wrong, bcuz CTV news1 has said that the soldier at Memorial is alive at hospital!"
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni 11 died
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni 11 killed
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni Omg...what is the world turning into. ..
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",@cnni A person killed  his own son &amp; daughter bcz authority neglected his rights of social security benefits. http://t.co/YpMLFGs6YU
BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/C2WrcWLUZh,@FoxNews Cowards!!!
BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris.,"@FoxNews you are apparently not paying attention.  Sky News is showing GIGN Aircraft in the sky, it's safe to say there is a hostage..."
Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/YPIlwckuuw,@WSJ how would they know if they are harmed or not? Is there some kind of communication between the suspects?
"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",micro chip them - Just an uncivil thought :) @20committee @BlogsofWar
BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige,“@cnni: BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/KKaarOiaNk #sydneyseige”
BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige,@cnni http://t.co/vMmHkWcwRY
Canada's parliament building locked down after shooting; at least one guard injured: http://t.co/Nrsnlg2s04 Photo: AP http://t.co/qPXF4IF6aM,@WSJLive @WSJ ...you mean @ least 1 guard died
"Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least 1 injured - @CBCNews, @TorontoStar http://t.co/aF9HyT9BgX",@CutGovtSpending @BreakingNews @CBCNews @TorontoStar you stupid fuck
Coup? RT @jimgeraghty: Rumors all Russian military attaches at embassy in London have returned to Moscow: http://t.co/e8ZoFxtfHX,"@irishspy Russian Emb denies. RT @RussianEmbassy  13 min
@Marcus_Reynolds This is not true.// I have more time for speculation@jimgeraghty"
"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.",@AnonymousPress what the fuck
"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.","@clydetheslyde My column: AN EXECUTION IN FERGUSON: http://t.co/bh8fgwu3gZ 
#ferguson #michaelbrown #policebrutality"
DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,".@RT_com Yeah it's the same Johnny F'cknuts who was going to kidnap and kill 2 police in Birmingham, UK last Tuesday."
"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",@KristyMayr7 This is not true. As you have made a lot of Tweets you may have forgotten this one. Do the right thing and remove it.
"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B",@RT_com found similar by @hempembassy here:~ http://t.co/5e0AXpCueV entitled: 'Police raid cannabis crops'
Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/gOtSqbwROc,@guardian actually 12 dead #Charlie Hebdo
"FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News",@CBSNews  It appears now it was only 1 shooter and the shots were heard at nearby hotel/shopping cntr causing reports of more shootings
Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz http://t.co/aFHirytbFH http://t.co/BiLJuBBc5R,"@TroyBramston @srod009 @channeltennews &amp; really an #ISIL flag? Surely when packing his shot gun, that would be the first item he'd pack!"
Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),"@SkyNewsAust @liztilley84 

Who cares about the flag, the people being held hostage are more important."
French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB,“@ABC: French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/23BDQCtwKF http://t.co/frcpBYLfxH”catch him
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,@latikambourke thanks for the update Latika.
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,@latikambourke @smh
Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,"@AFP this is not an ""Islamic"" flag, not even the ISIS flag. The Islamic community in no way condones these action."
GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?,@daxtonbrown @ShamNaarai @AnewTrackrecord a muslim convert? You start these lies.I hope he rots in his hell and you in a prison one if lying
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,@TheDailyEdge @marstu67 :Please take no offense to my analogy. #FergusonShooting is like something from 'Deliverance. http://t.co/OLErSXe5Ql
Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/BS79EGOyEj” flying today and THIS is not what I see :/
"Good thing Australia has strict gun laws. ""@RT_com: Approximately 50 hostages may be held captive at #Lindt café http://t.co/1RFsbJWl7h”","@RT_com - ""Approximately 50 hostages"", in the article linked the first few lines says the number is closer to 13."
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,@YourAnonLive @JillJhorvath The property would have been valued by store employee not cops. Retail cost as determined by business.
"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""","@DaryusAzad I don't think he's a good leader at all, he's to involved in racial movements. Trudeau is better than Obama."
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",Funny. Unfortunately wrestling a cops gun away would have gotten you shot 50 yrs ago &amp; it will get you shot 50 yrs from now. @TheDailyEdge
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",@TheDailyEdge terrible attempt at humor. Shame on you.
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""","@TheDailyEdge ""Unfortunately ""there is no proof he did that and witnesses who say he didn't go for the gun. Perhaps we should wait for facts"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","@AP Actually, he said ""We don't know if it's politically motivated"". Check your facts, guys. #sydneysiege"
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf","RT“@AP: Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/qVYWG3qj8t”"
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",@cnni these mother fucker do not represent Muslims
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L","@dano1980mufc @SkyNews fucking hell, that's awful"
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,“@zellieimani: How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson” still waiting....
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,@zellieimani Not a damn one.
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",@juliamacfarlane +1
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo","I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo"
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,@zellieimani is that even him in the stills?
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,To not telegraph their court case “@zellieimani: If there is surveillance of a robbery why release stills and not video itself? #Ferguson”
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",@originalgriz @randyprine Those thefts are all well clear of the legal limit.
"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",@kristinpuhl @OpFerguson attacking an officer is no a misdemeanor ....
"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",".@KeepItRealist This ""fucking moron"" has an IQ of 140 &amp; admission to med school, but you are DEFINITELY a fucking racist. #Ferguson"
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,"@AngryBlackLady in Egypt, they killed 1000's and still free"
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,@KEEMSTARx dick head it's not confirmed its Jihadist extremists. Don't speculate
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,Srry the whole holding the hostages &amp; threatening to kill them made me think it's extreme @ImKamakase my bad. Jk ur dumb!
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T","@mashable Signalled 911? Called 'Mayday' would be more appropriate, factual reporting..."
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",“@mashable: Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair” dropping out of...no...irresponsible reporting.
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T","@mashable makes reference to 911 RE #Germanwings NOTHING BUT LIES at the cost of LIVES, BOYCOT website"
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,@AnonymousPress that's from last night. Not tonight.
"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@haurry_stvlles @BreakingNews hum...
"Looks like every Charlie Hebdo cartoonist has been killed: 1. Charb - was on Al-Qaeda's hit list; 2. Cabu, 3. Wolinski, 4. Tignous",Background see the French deep state.  @mjrharris
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,"@AP
This is unbelievable!!! Complete failure of intelligence and security agencies!
Did France become too liberal with the terrorists?"
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,"Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill."
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,@CBSNews That's not what they just said at the Press Conference!
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,@CBSNews Your info is out of date. Rideau shooting didn't happen. Police press conference says nothing about number of shooters.
MT @euronews France: 10 dead after shooting at HQ of satirical weekly #CharlieHebdo. If Zionists/Jews did this they'd be nuking Israel,@j0nathandavis They who? Stupid and partial opinions like this one only add noise to any debate.
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson","@larryelder @KLSouth I don't believe that was his ""point"" at all."
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson","@PhilSerrin ""Jury still out."" Yet, you made a direct inference that was recklessly false in MO. Misrepresentation serves no one. @larryelder"
New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu,@CNNVideo where is the robbery? All I see is a confrontation.
"Nice linkbait. @RT_com but does a ""report"" of a suicide belt really rate a headline like your tweet? #sydneysiege http://t.co/CabefLe9L9",@RT_com FALSE FLAG OPERATION CIA BLACK OP
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",@SoulRevision @Jayron26 SUCH BULLSHIT!!
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",@rolandsmartin &lt;&lt;he didn't know at all they still has a B.O.L.O out at 7 for the suspect
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!","Well, yeah.  He had to trash the name of a dead child before providing that little tid bit. @rolandsmartin"
OMG. #Prince rumoured to be performing in Toronto today. Exciting!,"@TheSocialCTV I saw Prince in concert 2 years ago in halifax and honestly, was the most boring concert ever! Was so disappointed"
Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,Reports of gunshots unconfirmed RT @Henderburn: Only photo I will tweet. CPR being performed on the soldier #ottawa http://t.co/zO6CGFl7QR
"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.","@newhot899 ""Ottawa Police report a third shooting at Rideau Centre, no reports of injuries."" Hoping everyone stays safe &lt;3"
"Ottawa Police Service: There were ""numerous gunmen"" at the Canada War Memorial shooting. One person was shot. http://t.co/zNhxK6wBoy",@cnnbrk @DamoSpin Ottawa police have NOT confirmed multiple shooters based on Canadian reporters on scene but they are still looking in case
Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,@NBCNews @JDBmsnbc  That guy is much fatter then Michael and older
Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,@NBCNews Now they say this? Not very believable.
Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT,@Angus_OL I think it's 4 injured. I can't believe this is happening. I've also heard 2 people have died
"Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.",@CTVNews get it right. http://t.co/GHYxMuzPG9
"Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.","RT @CTVNews Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill. #Canada"
"Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http://t.co/q98AMohu7T",@cnnbrk Three
"Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http://t.co/q98AMohu7T",@real_dashermace @cnnbrk FUCK U
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson","@DIANAZOGA @AntonioFrench that's bs. there's always a ""history"" when the African Americans gets killed."
"Police say shots fired at 3 #Ottawa sites -  National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc",@BBCBreaking Scary stuff in Ottawa
"Police say shots fired at 3 #Ottawa sites -  National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc","@BBCBreaking Kindly verify your report of shooting at Rideau Centre Ottawa, Canada. Local reports state otherwise."
"Police say shots fired at 3 #Ottawa sites -  National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc",@BBCBreaking And at a hotel too.
"Police say shots fired at 3 #Ottawa sites -  National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc",@BBCBreaking @BBCWorld police is quite lazy.
Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H,@Callum_SR aw
Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H,“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/i1GC3QP9mc”
Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H,@cnnbrk Thank goodness! Is it possible for this to end with no more innocent lives lost?
"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@jlpauk @flavius217 @Tom_sveb @spants UNSUBSCRIBE
"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@DesmondP2100 of course , however please do not try and compare it to hundreds of years of systemic oppression of a whole people"
Prime Minister Tony Abbott's statement on the #SydneySiege. Updates: http://t.co/EgWHAnjO35 http://t.co/AGhyN5Qkei,@australian Prime ministers should not have to comment on everything.
"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC",".@CBCNews I can also confirm he will not be playing in Rankin Inlet, NU either"
"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC","WTW?! @CBCNews: Prince not playing Massey Hall tonight, promoter says http://t.co/MleQFsdS0P http://t.co/qPpE8zL2pF”"
"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",@tomsteinfort who believes Ray Hadley?
"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",@tomsteinfort speculation is NOT Journalism
"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air","@tomsteinfort @Channel9 Ray Hadley, the worst muslim baiter in the country?  You listen to that nitwit."
Recap: Gunman shot dead inside Parliament buildings; police believe there may be others on loose. Cdn soldier shot earlier at War Memorial.,"CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews"
"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j","@TheDailyEdge What's that they say? ""If he's not guilty, then why did he run?!"""
"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j",@Nerdandertall @OswaldPyke @TheDailyEdge and you're basing your assessment on what? Her statement seems to match other witnesses.
"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson","@JimmyA_Shook1s @140elect u win. 
@sternshow i'm apparently not qualified for hottie of the week anymore. take it back."
"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson",@PrisonPlanet new bill Stop Militarizing Law Enforcement act drafted yesterday http://t.co/LSMWErCzbE
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,@TPM @McBlondeLand Awful! The DOJ needs to do thorough investigation of this PD-these problems are systemic. The citizens deserve better!
Secret Prince show rumored for Toronto tonight http://t.co/GE2DFcFKLJ,@Rachelle_JL I think it sold out in minus 4 minutes.
Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,"@cnnbrk @TheCurrentCBC: Police - more than 1 suspect, downtown remains in lockdown. LA http://t.co/TLbGZbQCj3 http://t.co/BkUpSsslXy"
Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,@cnnbrk Replies 2 this English post really need to be in English. Especially when  the world is assuming  this is yet another act of terror.
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl,“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/iKQksrAvMm”
"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",@140elect @TrendingBlue Said the typical Libtard.
Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar very helpful why would you tweet that!!??
Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/83PReIl9XV http://t.co/LVprXOCCF7,@Telegraph Fuck Islam.
Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/83PReIl9XV http://t.co/LVprXOCCF7,Heartbreaking for #HamOnt and Canada. “@Telegraph: Soldier killed in Canada shooting was a young reservist with a son http://t.co/wGQhZwKFEG
SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,"@dailymailau @mailonline MT @ottomanscribe: These not the same. 1st Shahadah flag, 2nd is specifically claimed by IS. http://t.co/1ODZtFn9CR"
SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,@DailyMailAU @drpiotrowski Took me 2 sec to google ISIS flag and see this wasn't it. Your research budget that bad?
SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,“@DailyMailAU: SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/BdcfCDqxbE http://t.co/gs9nljJBkk” wtf
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",@edeweysmith We need b careful of jumping 2 conclusions. Waiting to see this videotape.
"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",@NerdyWonka  Wrong. The violent assault #MikeBrown committed makes it more likely he attacked the cops minutes later.  #Ferguson
"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",@NerdyWonka no they did not
"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog: http://t.co/D58rrFrbwq","@cnnbrk He was shot at close range and did not stand a chance.
The gunman was shot and killed later trying to enter parliment"
"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u",@TheRoot @thedailybeast Um... they told just one lie on a specific day?
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,@kellyoxford what's your source? That's not confirmed!
The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,@kellyoxford might want to actually confirm shit like that before tweeting.
